# split	stem	reason
val	5795_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5780_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5799_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5658_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5790_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5597_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5586_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5634_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5679_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5784_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5741_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5793_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5593_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5558_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5782_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5767_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5663_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5560_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5578_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5742_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5645_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5610_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5753_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5583_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5743_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5621_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5707_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5700_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5681_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5587_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5548_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5803_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5606_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5794_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5763_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5786_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5690_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5744_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5660_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5710_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5691_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5801_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5655_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5726_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5629_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	6067_0_0	image 含 NaN/Inf
val	5779_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5557_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5713_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5653_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5561_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5604_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5539_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5544_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5680_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5760_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
val	5686_0_0	读取失败: corrupted tile @ (0, 0, 0, 0, 0) cannot be reshaped from (0,) to (1, 128, 128, 6)
